"","ModuleID","Species","GeneID"
"15025",7150,"OLI","R022987c0g3_i01"
"15026",7151,"AEP","g28150"
"15027",7151,"OLI","R039710c2g3_i05"
"15028",7152,"AEP","g28151"
"15029",7152,"OLI","R036006c0g2_i02"
"15030",7153,"AEP","g28155"
"15031",7153,"OLI","R029755c0g1_i01"
"15032",7154,"AEP","g28163"
"15033",7154,"OLI","R074105c0g1_i01"
"15034",7155,"AEP","g28164"
"15035",7155,"OLI","R036746c0g1_i01"
"15036",7156,"AEP","g28167"
"15037",7156,"OLI","R039272c0g1_i03"
"15038",7157,"AEP","g28168"
"15039",7157,"OLI","R039366c0g1_i01"
"15040",7158,"AEP","g28171"
"15041",7158,"OLI","R026482c0g2_i02"
"15042",7159,"AEP","g28179"
"15043",7159,"OLI","R030677c0g1_i01"
"15044",7160,"AEP","g28196"
"15045",7160,"OLI","R026466c0g1_i01"
"15046",7161,"AEP","g28197"
"15047",7161,"OLI","R028491c0g1_i01"
"15048",7162,"AEP","g28207"
"15049",7162,"OLI","R021863c0g1_i01"
"15050",7163,"AEP","g28208"
"15051",7163,"OLI","R036054c0g1_i01"
"15052",7164,"AEP","g28213"
"15053",7164,"OLI","R028937c0g1_i02"
"15054",7165,"AEP","g28215"
"15055",7165,"OLI","R035681c5g1_i01"
"15056",7166,"AEP","g28229"
"15057",7166,"OLI","R033888c0g1_i01"
"15058",7167,"AEP","g28234"
"15059",7167,"OLI","R024164c0g1_i03"
"15060",7168,"AEP","g18490"
"15061",7168,"AEP","g28247"
"15062",7168,"OLI","R039923c0g1_i03"
"15063",7169,"AEP","g28253"
"15064",7169,"OLI","R036678c0g1_i03"
"15065",7170,"AEP","g28262"
"15066",7170,"OLI","R009822c0g1_i01"
"15067",7171,"AEP","g28274"
"15068",7171,"OLI","R020828c0g1_i01"
"15069",7172,"AEP","g28281"
"15070",7172,"OLI","R036281c0g1_i01"
"15071",7173,"AEP","g28282"
"15072",7173,"OLI","R040291c0g4_i01"
"15073",7174,"AEP","g28283"
"15074",7174,"OLI","R009030c0g2_i01"
"15075",7175,"AEP","g28284"
"15076",7175,"OLI","R030977c0g1_i02"
"15077",7176,"AEP","g28289"
"15078",7176,"OLI","R036287c0g1_i02"
"15079",7177,"AEP","g2829"
"15080",7177,"OLI","R026102c0g2_i01"
"15081",7178,"AEP","g28290"
"15082",7178,"OLI","R035449c0g1_i02"
"15083",7179,"AEP","g2830"
"15084",7179,"OLI","R034262c0g2_i02"
"15085",7180,"AEP","g28301"
"15086",7180,"AEP","g30759"
"15087",7180,"OLI","R038290c0g1_i01"
"15088",7181,"AEP","g28303"
"15089",7181,"OLI","R039275c1g1_i01"
"15090",7182,"AEP","g28304"
"15091",7182,"OLI","R039275c1g1_i03"
"15092",7183,"AEP","g28307"
"15093",7183,"OLI","R020090c0g1_i01"
"15094",7184,"AEP","g28309"
"15095",7184,"OLI","R033997c0g1_i04"
"15096",7185,"AEP","g28310"
"15097",7185,"OLI","R039081c0g1_i02"
"15098",7186,"AEP","g28316"
"15099",7186,"OLI","R014999c0g1_i01"
"15100",7187,"AEP","g28317"
"15101",7187,"OLI","R027373c0g1_i01"
"15102",7188,"AEP","g28324"
"15103",7188,"OLI","R037738c0g1_i01"
"15104",7189,"AEP","g28332"
"15105",7189,"OLI","R033659c1g1_i01"
"15106",7190,"AEP","g28336"
"15107",7190,"OLI","R023496c0g1_i02"
"15108",7191,"AEP","g28342"
"15109",7191,"OLI","R033531c0g1_i01"
"15110",7192,"AEP","g28346"
"15111",7192,"OLI","R025627c0g2_i01"
"15112",7193,"AEP","g28348"
"15113",7193,"OLI","R032346c0g1_i01"
"15114",7194,"AEP","g28361"
"15115",7194,"OLI","R068515c0g1_i01"
"15116",7195,"AEP","g28363"
"15117",7195,"OLI","R038108c0g2_i02"
"15118",7196,"AEP","g28368"
"15119",7196,"OLI","R039523c1g2_i02"
"15120",7197,"AEP","g28376"
"15121",7197,"OLI","R027951c0g2_i02"
"15122",7198,"AEP","g28380"
"15123",7198,"OLI","R040102c0g4_i12"
"15124",7199,"AEP","g28384"
"15125",7199,"OLI","R030353c0g1_i01"
"15126",7200,"AEP","g28391"
"15127",7200,"OLI","R021012c0g1_i01"
"15128",7201,"AEP","g28401"
"15129",7201,"OLI","R023092c0g1_i01"
"15130",7202,"AEP","g28420"
"15131",7202,"OLI","R074467c0g1_i01"
"15132",7203,"AEP","g28422"
"15133",7203,"OLI","R023147c0g1_i01"
"15134",7204,"AEP","g2843"
"15135",7204,"OLI","R036692c0g2_i04"
"15136",7205,"AEP","g28432"
"15137",7205,"OLI","R020389c0g1_i01"
"15138",7206,"AEP","g28436"
"15139",7206,"OLI","R040396c0g1_i01"
"15140",7207,"AEP","g28449"
"15141",7207,"OLI","R032408c0g1_i01"
"15142",7208,"AEP","g28450"
"15143",7208,"OLI","R031678c0g1_i01"
"15144",7209,"AEP","g28466"
"15145",7209,"OLI","R033738c0g1_i01"
"15146",7210,"AEP","g28472"
"15147",7210,"OLI","R038117c0g1_i01"
"15148",7211,"AEP","g28482"
"15149",7211,"OLI","R040570c0g1_i02"
"15150",7212,"AEP","g28490"
"15151",7212,"OLI","R025993c0g1_i01"
"15152",7213,"AEP","g28498"
"15153",7213,"OLI","R036275c0g1_i02"
"15154",7214,"AEP","g28499"
"15155",7214,"OLI","R035385c0g1_i01"
"15156",7215,"AEP","g2850"
"15157",7215,"OLI","R035518c0g1_i02"
"15158",7216,"AEP","g28510"
"15159",7216,"OLI","R035919c0g1_i01"
"15160",7217,"AEP","g28518"
"15161",7217,"OLI","R018412c0g2_i01"
"15162",7218,"AEP","g28526"
"15163",7218,"OLI","R040968c3g6_i01"
"15164",7219,"AEP","g2856"
"15165",7219,"OLI","R034457c1g1_i01"
"15166",7220,"AEP","g28566"
"15167",7220,"OLI","R032887c0g1_i01"
"15168",7221,"AEP","g2857"
"15169",7221,"OLI","R040151c3g5_i09"
"15170",7222,"AEP","g28597"
"15171",7222,"OLI","R029207c0g1_i01"
"15172",7223,"AEP","g28604"
"15173",7223,"OLI","R038740c0g1_i01"
"15174",7224,"AEP","g28605"
"15175",7224,"OLI","R036567c0g1_i01"
"15176",7225,"AEP","g28608"
"15177",7225,"OLI","R039829c3g2_i01"
"15178",7226,"AEP","g28617"
"15179",7226,"OLI","R036739c1g4_i03"
"15180",7227,"AEP","g28637"
"15181",7227,"OLI","R029968c0g1_i01"
"15182",7228,"AEP","g28642"
"15183",7228,"OLI","R031832c0g1_i02"
"15184",7229,"AEP","g28651"
"15185",7229,"OLI","R034584c0g1_i04"
"15186",7230,"AEP","g28664"
"15187",7230,"OLI","R039121c0g1_i01"
"15188",7231,"AEP","g28684"
"15189",7231,"OLI","R013846c0g1_i01"
"15190",7232,"AEP","g28685"
"15191",7232,"OLI","R028933c0g1_i02"
"15192",7233,"AEP","g28689"
"15193",7233,"OLI","R030592c0g2_i01"
"15194",7234,"AEP","g28694"
"15195",7234,"OLI","R021674c0g1_i01"
"15196",7235,"AEP","g287"
"15197",7235,"OLI","R040634c1g2_i01"
"15198",7236,"AEP","g28700"
"15199",7236,"OLI","R003000c0g1_i01"
"15200",7237,"AEP","g28706"
"15201",7237,"OLI","R029641c0g1_i01"
"15202",7238,"AEP","g28721"
"15203",7238,"OLI","R028918c0g1_i01"
"15204",7239,"AEP","g28726"
"15205",7239,"OLI","R034751c0g1_i02"
"15206",7240,"AEP","g28733"
"15207",7240,"OLI","R030316c1g2_i01"
"15208",7241,"AEP","g28741"
"15209",7241,"OLI","R038227c0g5_i01"
"15210",7242,"AEP","g28742"
"15211",7242,"OLI","R009986c0g1_i02"
"15212",7243,"AEP","g2876"
"15213",7243,"OLI","R074111c0g2_i01"
"15214",7244,"AEP","g28767"
"15215",7244,"OLI","R038979c0g2_i02"
"15216",7245,"AEP","g28778"
"15217",7245,"OLI","R013879c0g1_i01"
"15218",7246,"AEP","g28786"
"15219",7246,"OLI","R030974c0g1_i01"
"15220",7247,"AEP","g28811"
"15221",7247,"OLI","R040359c0g1_i07"
"15222",7248,"AEP","g28828"
"15223",7248,"OLI","R039000c0g1_i06"
"15224",7249,"AEP","g28831"
"15225",7249,"OLI","R032209c0g1_i02"
"15226",7250,"AEP","g28832"
"15227",7250,"OLI","R038381c0g1_i01"
"15228",7251,"AEP","g28856"
"15229",7251,"OLI","R031227c0g1_i01"
"15230",7252,"AEP","g28862"
"15231",7252,"OLI","R032048c0g1_i03"
"15232",7253,"AEP","g28863"
"15233",7253,"OLI","R033241c0g1_i01"
"15234",7254,"AEP","g28879"
"15235",7254,"OLI","R017179c0g1_i01"
"15236",7255,"AEP","g28880"
"15237",7255,"OLI","R031899c0g1_i02"
"15238",7256,"AEP","g28882"
"15239",7256,"OLI","R031328c0g1_i04"
"15240",7257,"AEP","g28890"
"15241",7257,"OLI","R039918c0g1_i01"
"15242",7258,"AEP","g28900"
"15243",7258,"OLI","R037368c0g1_i04"
"15244",7259,"AEP","g28914"
"15245",7259,"OLI","R024289c0g1_i01"
"15246",7260,"AEP","g28918"
"15247",7260,"OLI","R032780c0g1_i01"
"15248",7261,"AEP","g28939"
"15249",7261,"OLI","R029695c0g1_i01"
"15250",7262,"AEP","g28949"
"15251",7262,"OLI","R026190c0g1_i01"
"15252",7263,"AEP","g28950"
"15253",7263,"OLI","R031489c0g1_i01"
"15254",7264,"AEP","g28961"
"15255",7264,"OLI","R036393c1g1_i07"
"15256",7265,"AEP","g28962"
"15257",7265,"OLI","R019340c0g2_i01"
"15258",7266,"AEP","g28963"
"15259",7266,"OLI","R034897c0g1_i01"
"15260",7267,"AEP","g28967"
"15261",7267,"OLI","R038662c0g1_i02"
"15262",7268,"AEP","g28968"
"15263",7268,"OLI","R030466c0g1_i01"
"15264",7269,"AEP","g28980"
"15265",7269,"OLI","R062618c0g1_i01"
"15266",7270,"AEP","g28984"
"15267",7270,"OLI","R036021c0g1_i01"
"15268",7271,"AEP","g28986"
"15269",7271,"OLI","R037247c0g1_i01"
"15270",7272,"AEP","g28989"
"15271",7272,"OLI","R037677c0g1_i02"
"15272",7273,"AEP","g28996"
"15273",7273,"OLI","R035668c2g1_i01"
"15274",7274,"AEP","g290"
"15275",7274,"OLI","R041372c2g2_i04"
"15276",7275,"AEP","g29008"
"15277",7275,"OLI","R030124c0g1_i01"
"15278",7276,"AEP","g2901"
"15279",7276,"OLI","R033171c0g1_i01"
"15280",7277,"AEP","g29020"
"15281",7277,"OLI","R018414c0g2_i01"
"15282",7278,"AEP","g2903"
"15283",7278,"OLI","R034796c0g1_i04"
"15284",7279,"AEP","g29030"
"15285",7279,"OLI","R032912c0g1_i01"
"15286",7280,"AEP","g29031"
"15287",7280,"OLI","R034562c0g1_i03"
"15288",7281,"AEP","g29033"
"15289",7281,"OLI","R038566c0g1_i03"
"15290",7282,"AEP","g29034"
"15291",7282,"OLI","R036040c0g1_i01"
"15292",7283,"AEP","g29039"
"15293",7283,"OLI","R037003c0g1_i01"
"15294",7284,"AEP","g29051"
"15295",7284,"OLI","R035444c0g1_i01"
"15296",7285,"AEP","g29053"
"15297",7285,"OLI","R023223c0g1_i01"
"15298",7286,"AEP","g2906"
"15299",7286,"OLI","R038698c0g1_i01"
"15300",7287,"AEP","g29071"
"15301",7287,"OLI","R015177c0g1_i01"
"15302",7288,"AEP","g29072"
"15303",7288,"OLI","R033021c0g1_i04"
"15304",7289,"AEP","g29076"
"15305",7289,"OLI","R027754c0g1_i01"
"15306",7290,"AEP","g29090"
"15307",7290,"OLI","R036005c0g1_i01"
"15308",7291,"AEP","g29092"
"15309",7291,"OLI","R034155c0g1_i01"
"15310",7292,"AEP","g29106"
"15311",7292,"OLI","R027976c0g1_i01"
"15312",7293,"AEP","g29108"
"15313",7293,"OLI","R037678c0g4_i04"
"15314",7294,"AEP","g29114"
"15315",7294,"OLI","R035079c0g1_i01"
"15316",7295,"AEP","g29115"
"15317",7295,"OLI","R033519c0g1_i01"
"15318",7296,"AEP","g29128"
"15319",7296,"OLI","R036573c0g1_i02"
"15320",7297,"AEP","g29144"
"15321",7297,"OLI","R037417c0g1_i04"
"15322",7298,"AEP","g29148"
"15323",7298,"OLI","R029731c0g1_i01"
"15324",7299,"AEP","g29152"
"15325",7299,"OLI","R030239c0g1_i01"
"15326",7300,"AEP","g29161"
"15327",7300,"OLI","R033870c0g1_i01"
"15328",7301,"AEP","g18477"
"15329",7301,"AEP","g29169"
"15330",7301,"OLI","R034980c0g1_i01"
"15331",7302,"AEP","g29170"
"15332",7302,"OLI","R034061c0g1_i01"
"15333",7303,"AEP","g29176"
"15334",7303,"OLI","R036923c1g1_i01"
"15335",7304,"AEP","g29182"
"15336",7304,"OLI","R024826c0g1_i01"
"15337",7305,"AEP","g29198"
"15338",7305,"OLI","R042284c0g1_i01"
"15339",7306,"AEP","g292"
"15340",7306,"OLI","R008831c0g1_i01"
"15341",7307,"AEP","g29200"
"15342",7307,"OLI","R037466c0g1_i02"
"15343",7308,"AEP","g29222"
"15344",7308,"OLI","R037975c0g1_i01"
"15345",7309,"AEP","g29231"
"15346",7309,"OLI","R028678c2g2_i02"
"15347",7310,"AEP","g29234"
"15348",7310,"OLI","R067721c0g1_i01"
"15349",7311,"AEP","g29249"
"15350",7311,"OLI","R026797c0g1_i02"
"15351",7312,"AEP","g29250"
"15352",7312,"OLI","R036882c0g2_i01"
"15353",7313,"AEP","g29253"
"15354",7313,"OLI","R037491c0g1_i01"
"15355",7314,"AEP","g29257"
"15356",7314,"OLI","R035465c0g2_i01"
"15357",7315,"AEP","g29258"
"15358",7315,"OLI","R005052c0g1_i01"
"15359",7316,"AEP","g29260"
"15360",7316,"OLI","R031437c0g1_i02"
"15361",7317,"AEP","g29262"
"15362",7317,"OLI","R027555c0g1_i01"
"15363",7318,"AEP","g29265"
"15364",7318,"OLI","R034913c1g1_i02"
"15365",7319,"AEP","g29266"
"15366",7319,"OLI","R018349c0g1_i01"
"15367",7320,"AEP","g29268"
"15368",7320,"OLI","R027717c0g1_i01"
"15369",7321,"AEP","g29271"
"15370",7321,"OLI","R035334c0g1_i01"
"15371",7322,"AEP","g29309"
"15372",7322,"OLI","R020548c0g1_i01"
"15373",7323,"AEP","g29319"
"15374",7323,"OLI","R041058c0g2_i02"
"15375",7324,"AEP","g29327"
"15376",7324,"OLI","R029101c0g1_i01"
"15377",7325,"AEP","g29344"
"15378",7325,"OLI","R041193c0g2_i03"
"15379",7326,"AEP","g29345"
"15380",7326,"OLI","R033332c0g1_i01"
"15381",7327,"AEP","g29346"
"15382",7327,"OLI","R037197c1g1_i01"
"15383",7328,"AEP","g29359"
"15384",7328,"OLI","R036607c0g2_i01"
"15385",7329,"AEP","g29360"
"15386",7329,"OLI","R036140c1g2_i01"
"15387",7330,"AEP","g29365"
"15388",7330,"OLI","R048457c0g3_i01"
"15389",7331,"AEP","g29366"
"15390",7331,"OLI","R033748c0g1_i02"
"15391",7332,"AEP","g29375"
"15392",7332,"OLI","R040064c3g4_i01"
"15393",7333,"AEP","g29379"
"15394",7333,"OLI","R035495c0g1_i01"
"15395",7334,"AEP","g29383"
"15396",7334,"OLI","R026504c0g1_i01"
"15397",7335,"AEP","g29385"
"15398",7335,"OLI","R035178c0g1_i01"
"15399",7336,"AEP","g29394"
"15400",7336,"OLI","R074469c0g1_i01"
"15401",7337,"AEP","g29398"
"15402",7337,"OLI","R027229c0g1_i01"
"15403",7338,"AEP","g29399"
"15404",7338,"OLI","R035499c0g1_i01"
"15405",7339,"AEP","g29410"
"15406",7339,"OLI","R031432c0g1_i01"
"15407",7340,"AEP","g29420"
"15408",7340,"OLI","R034030c0g1_i01"
"15409",7341,"AEP","g29421"
"15410",7341,"OLI","R038418c0g3_i02"
"15411",7342,"AEP","g29424"
"15412",7342,"OLI","R026024c0g1_i01"
"15413",7343,"AEP","g2944"
"15414",7343,"OLI","R031816c0g1_i01"
"15415",7344,"AEP","g29440"
"15416",7344,"OLI","R030240c0g1_i01"
"15417",7345,"AEP","g29442"
"15418",7345,"OLI","R029035c0g1_i01"
"15419",7346,"AEP","g29445"
"15420",7346,"OLI","R017655c0g1_i01"
"15421",7347,"AEP","g29449"
"15422",7347,"OLI","R035490c0g1_i01"
"15423",7348,"AEP","g2945"
"15424",7348,"OLI","R027710c0g1_i03"
"15425",7349,"AEP","g29450"
"15426",7349,"OLI","R032652c0g2_i01"
"15427",7350,"AEP","g29451"
"15428",7350,"OLI","R032652c0g1_i03"
"15429",7351,"AEP","g29454"
"15430",7351,"OLI","R020678c0g1_i01"
"15431",7352,"AEP","g29455"
"15432",7352,"OLI","R029919c0g2_i01"
"15433",7353,"AEP","g29459"
"15434",7353,"OLI","R041169c3g1_i08"
"15435",7354,"AEP","g29470"
"15436",7354,"OLI","R040659c1g1_i01"
"15437",7355,"AEP","g29474"
"15438",7355,"OLI","R036196c1g2_i01"
"15439",7356,"AEP","g29478"
"15440",7356,"OLI","R038732c0g2_i03"
"15441",7357,"AEP","g29480"
"15442",7357,"OLI","R040830c0g5_i01"
"15443",7358,"AEP","g29481"
"15444",7358,"OLI","R039803c1g1_i01"
"15445",7359,"AEP","g29486"
"15446",7359,"OLI","R039830c0g1_i03"
"15447",7360,"AEP","g29497"
"15448",7360,"OLI","R038972c0g4_i02"
"15449",7361,"AEP","g29504"
"15450",7361,"OLI","R039279c3g1_i01"
"15451",7362,"AEP","g29508"
"15452",7362,"OLI","R034282c0g2_i01"
"15453",7363,"AEP","g29510"
"15454",7363,"OLI","R032374c0g2_i01"
"15455",7364,"AEP","g29520"
"15456",7364,"OLI","R032482c0g1_i01"
"15457",7365,"AEP","g29527"
"15458",7365,"OLI","R039906c0g2_i05"
"15459",7366,"AEP","g29535"
"15460",7366,"OLI","R032094c0g1_i02"
"15461",7367,"AEP","g29536"
"15462",7367,"OLI","R034361c0g1_i02"
"15463",7368,"AEP","g29539"
"15464",7368,"OLI","R040019c0g2_i01"
"15465",7369,"AEP","g29540"
"15466",7369,"OLI","R026780c0g3_i01"
"15467",7370,"AEP","g29567"
"15468",7370,"OLI","R005656c0g2_i01"
"15469",7371,"AEP","g29570"
"15470",7371,"OLI","R031542c0g1_i02"
"15471",7372,"AEP","g29571"
"15472",7372,"OLI","R027913c0g1_i01"
"15473",7373,"AEP","g29573"
"15474",7373,"OLI","R040813c0g3_i03"
"15475",7374,"AEP","g29575"
"15476",7374,"OLI","R035346c0g1_i01"
"15477",7375,"AEP","g29576"
"15478",7375,"OLI","R026501c0g1_i02"
"15479",7376,"AEP","g29578"
"15480",7376,"OLI","R038104c0g1_i03"
"15481",7377,"AEP","g29609"
"15482",7377,"OLI","R021013c0g1_i01"
"15483",7378,"AEP","g29616"
"15484",7378,"OLI","R038804c0g2_i07"
"15485",7378,"OLI","R032165c0g1_i01"
"15486",7379,"AEP","g29619"
"15487",7379,"OLI","R031653c0g1_i01"
"15488",7380,"AEP","g29624"
"15489",7380,"OLI","R038941c1g1_i01"
"15490",7381,"AEP","g29627"
"15491",7381,"OLI","R034416c0g1_i01"
"15492",7382,"AEP","g29635"
"15493",7382,"OLI","R022068c0g1_i01"
"15494",7383,"AEP","g29638"
"15495",7383,"OLI","R040089c1g2_i01"
"15496",7384,"AEP","g29646"
"15497",7384,"OLI","R040642c4g2_i08"
"15498",7385,"AEP","g2965"
"15499",7385,"OLI","R036496c0g2_i01"
"15500",7386,"AEP","g29653"
"15501",7386,"OLI","R040642c3g3_i04"
"15502",7387,"AEP","g29662"
"15503",7387,"OLI","R039767c0g1_i05"
"15504",7388,"AEP","g29668"
"15505",7388,"OLI","R032325c0g1_i01"
"15506",7389,"AEP","g29670"
"15507",7389,"OLI","R041409c0g4_i03"
"15508",7390,"AEP","g29675"
"15509",7390,"OLI","R015267c0g1_i01"
"15510",7391,"AEP","g29677"
"15511",7391,"OLI","R022953c0g1_i01"
"15512",7392,"AEP","g29694"
"15513",7392,"OLI","R029117c0g2_i03"
"15514",7393,"AEP","g29701"
"15515",7393,"OLI","R028031c0g1_i01"
"15516",7394,"AEP","g29709"
"15517",7394,"OLI","R030760c0g1_i01"
"15518",7395,"AEP","g29723"
"15519",7395,"OLI","R038931c2g7_i01"
"15520",7396,"AEP","g29727"
"15521",7396,"OLI","R037946c1g1_i01"
"15522",7397,"AEP","g29735"
"15523",7397,"OLI","R023565c0g1_i01"
"15524",7398,"AEP","g29741"
"15525",7398,"OLI","R033632c0g1_i01"
"15526",7399,"AEP","g29760"
"15527",7399,"OLI","R029790c0g1_i01"
"15528",7400,"AEP","g29764"
"15529",7400,"OLI","R031535c0g1_i01"
"15530",7401,"AEP","g29766"
"15531",7401,"OLI","R037840c0g3_i01"
"15532",7402,"AEP","g29778"
"15533",7402,"OLI","R039407c0g1_i01"
"15534",7403,"AEP","g29786"
"15535",7403,"OLI","R035429c0g1_i01"
"15536",7404,"AEP","g2979"
"15537",7404,"OLI","R038368c0g1_i01"
"15538",7405,"AEP","g29790"
"15539",7405,"OLI","R040005c0g1_i02"
"15540",7406,"AEP","g29796"
"15541",7406,"OLI","R034522c0g1_i02"
"15542",7407,"AEP","g29800"
"15543",7407,"OLI","R031369c0g1_i01"
"15544",7408,"AEP","g29801"
"15545",7408,"OLI","R011676c0g1_i01"
"15546",7409,"AEP","g29803"
"15547",7409,"OLI","R034363c0g1_i01"
"15548",7410,"AEP","g29809"
"15549",7410,"OLI","R029128c0g3_i01"
"15550",7411,"AEP","g29832"
"15551",7411,"OLI","R036626c0g4_i03"
"15552",7412,"AEP","g29833"
"15553",7412,"OLI","R032086c0g1_i01"
"15554",7413,"AEP","g29836"
"15555",7413,"OLI","R032142c0g1_i01"
"15556",7414,"AEP","g29837"
"15557",7414,"OLI","R040897c2g1_i01"
"15558",7415,"AEP","g29845"
"15559",7415,"OLI","R027472c0g1_i03"
"15560",7416,"AEP","g29846"
"15561",7416,"OLI","R012056c0g1_i01"
"15562",7417,"AEP","g29852"
"15563",7417,"OLI","R038513c0g1_i01"
"15564",7418,"AEP","g29861"
"15565",7418,"OLI","R035104c0g1_i01"
"15566",7419,"AEP","g29865"
"15567",7419,"OLI","R029300c0g2_i02"
"15568",7420,"AEP","g29868"
"15569",7420,"OLI","R023086c0g1_i01"
"15570",7421,"AEP","g29875"
"15571",7421,"OLI","R035163c0g1_i03"
"15572",7422,"AEP","g29877"
"15573",7422,"OLI","R040726c0g1_i02"
"15574",7423,"AEP","g29890"
"15575",7423,"OLI","R035023c0g1_i01"
"15576",7424,"AEP","g29891"
"15577",7424,"OLI","R031135c0g1_i01"
"15578",7425,"AEP","g29893"
"15579",7425,"OLI","R034521c0g1_i02"
"15580",7426,"AEP","g29898"
"15581",7426,"OLI","R014541c0g1_i01"
"15582",7427,"AEP","g29899"
"15583",7427,"OLI","R024726c0g1_i02"
"15584",7428,"AEP","g29912"
"15585",7428,"OLI","R022843c0g1_i01"
"15586",7429,"AEP","g29919"
"15587",7429,"OLI","R017029c0g1_i01"
"15588",7430,"AEP","g29928"
"15589",7430,"OLI","R034024c0g1_i03"
"15590",7431,"AEP","g29938"
"15591",7431,"OLI","R036615c0g1_i01"
"15592",7432,"AEP","g29942"
"15593",7432,"OLI","R026149c0g1_i01"
"15594",7433,"AEP","g29950"
"15595",7433,"OLI","R023834c0g1_i04"
"15596",7434,"AEP","g29959"
"15597",7434,"OLI","R040291c1g1_i02"
"15598",7435,"AEP","g29961"
"15599",7435,"OLI","R037920c0g2_i10"
"15600",7436,"AEP","g29964"
"15601",7436,"OLI","R036555c0g1_i01"
"15602",7437,"AEP","g29972"
"15603",7437,"OLI","R027769c0g1_i01"
"15604",7438,"AEP","g29973"
"15605",7438,"OLI","R023691c0g1_i01"
"15606",7439,"AEP","g29974"
"15607",7439,"OLI","R031693c0g2_i01"
"15608",7440,"AEP","g29975"
"15609",7440,"OLI","R025934c0g1_i01"
"15610",7441,"AEP","g29977"
"15611",7441,"OLI","R026228c0g2_i02"
"15612",7442,"AEP","g29987"
"15613",7442,"OLI","R037931c0g1_i03"
"15614",7443,"AEP","g29990"
"15615",7443,"OLI","R030473c0g1_i01"
"15616",7444,"AEP","g29994"
"15617",7444,"OLI","R074605c0g1_i02"
"15618",7445,"AEP","g29996"
"15619",7445,"OLI","R016889c0g2_i01"
"15620",7446,"AEP","g29997"
"15621",7446,"OLI","R038446c0g1_i02"
"15622",7447,"AEP","g30010"
"15623",7447,"OLI","R034267c0g1_i01"
"15624",7448,"AEP","g30015"
"15625",7448,"OLI","R020514c0g1_i01"
"15626",7449,"AEP","g3002"
"15627",7449,"OLI","R031907c0g4_i01"
"15628",7450,"AEP","g30028"
"15629",7450,"OLI","R001357c0g1_i01"
"15630",7451,"AEP","g30036"
"15631",7451,"OLI","R032636c0g1_i01"
"15632",7452,"AEP","g30041"
"15633",7452,"OLI","R029722c0g1_i02"
"15634",7453,"AEP","g30044"
"15635",7453,"OLI","R038639c2g9_i02"
"15636",7454,"AEP","g30049"
"15637",7454,"OLI","R040088c1g1_i01"
"15638",7455,"AEP","g30050"
"15639",7455,"OLI","R032586c0g1_i02"
"15640",7456,"AEP","g3006"
"15641",7456,"OLI","R033946c0g1_i01"
"15642",7457,"AEP","g30084"
"15643",7457,"OLI","R033079c0g1_i01"
"15644",7458,"AEP","g3009"
"15645",7458,"OLI","R037880c0g1_i02"
"15646",7459,"AEP","g30098"
"15647",7459,"OLI","R032674c0g1_i01"
"15648",7460,"AEP","g30106"
"15649",7460,"OLI","R035085c0g1_i01"
"15650",7461,"AEP","g30117"
"15651",7461,"OLI","R040697c0g1_i01"
"15652",7462,"AEP","g30120"
"15653",7462,"OLI","R035474c0g1_i01"
"15654",7463,"AEP","g30122"
"15655",7463,"OLI","R039800c3g2_i06"
"15656",7464,"AEP","g30138"
"15657",7464,"OLI","R039372c0g1_i01"
"15658",7465,"AEP","g3014"
"15659",7465,"OLI","R031975c0g1_i01"
"15660",7466,"AEP","g30154"
"15661",7466,"OLI","R040250c0g1_i04"
"15662",7467,"AEP","g30157"
"15663",7467,"OLI","R032908c0g1_i01"
"15664",7468,"AEP","g30158"
"15665",7468,"OLI","R035145c0g1_i01"
"15666",7469,"AEP","g30166"
"15667",7469,"OLI","R022669c0g2_i01"
"15668",7470,"AEP","g30167"
"15669",7470,"OLI","R022650c0g2_i01"
"15670",7471,"AEP","g30170"
"15671",7471,"OLI","R029784c0g1_i01"
"15672",7472,"AEP","g30176"
"15673",7472,"OLI","R032707c0g1_i01"
"15674",7473,"AEP","g30192"
"15675",7473,"OLI","R028901c0g1_i02"
"15676",7474,"AEP","g30203"
"15677",7474,"OLI","R040221c0g2_i04"
"15678",7475,"AEP","g30219"
"15679",7475,"OLI","R030042c0g1_i01"
"15680",7476,"AEP","g30222"
"15681",7476,"OLI","R031977c0g1_i01"
"15682",7477,"AEP","g30223"
"15683",7477,"OLI","R025905c0g1_i01"
"15684",7478,"AEP","g30230"
"15685",7478,"OLI","R032949c0g1_i01"
"15686",7479,"AEP","g30231"
"15687",7479,"OLI","R033391c0g1_i01"
"15688",7480,"AEP","g30234"
"15689",7480,"OLI","R037586c2g2_i03"
"15690",7481,"AEP","g30242"
"15691",7481,"OLI","R029428c0g1_i01"
"15692",7482,"AEP","g30243"
"15693",7482,"OLI","R027321c0g1_i01"
"15694",7483,"AEP","g30252"
"15695",7483,"OLI","R037619c0g1_i01"
"15696",7484,"AEP","g30254"
"15697",7484,"OLI","R034682c0g1_i01"
"15698",7485,"AEP","g30255"
"15699",7485,"OLI","R025637c0g1_i01"
"15700",7486,"AEP","g30260"
"15701",7486,"OLI","R033189c0g1_i01"
"15702",7487,"AEP","g30274"
"15703",7487,"OLI","R027987c0g1_i01"
"15704",7488,"AEP","g30275"
"15705",7488,"OLI","R031802c0g1_i01"
"15706",7489,"AEP","g30276"
